year,content,doi,pdf,code,data
2014,"Reyna, C., Wetherell, G. W., Brandt, M. J., & Yantis, C. (2014). Attributions for sexual orientation vs. stereotypes: How stereotypes about value violations account for attribution effects on anti-gay discrimination. <i>Journal of Applied Social Psychology, 44</i>, 289-302.",https://doi.org/10.1111/jasp.12226,https://osf.io/d8a4p/,,
2013,"Brandt, M. J. (2013). Do the disadvantaged legitimize the social system? A large-scale test of the status-legitimacy hypothesis. <i>Journal of Personality and Social Psychology, 104</i>, 765-785. <a href = ""https://osf.io/vdprg/"">Footnote 7 Results</a>| <a href = ""https://osf.io/bsxaq/"">Footnote 9 Results</a> |",https://doi.org/10.1037/a0031751,https://osf.io/bcnuy/,https://dataverse.nl/dvn/dv/tsb/faces/study/StudyPage.xhtml?globalId=hdl:10411/20057&studyListingIndex=1_cab334dfb1c69787adf5fc5dc0cc,
2013,"Brandt, M, J. (2013). Onset and offset deservingness: The case of home foreclosures. <i>Political Psychology, 34</i>, 221-238.",https://doi.org/10.1111/j.1467-9221.2012.00931.x,https://osf.io/5erxs/,,http://www.tessexperiments.org/study/brandt708
2013,"IJzerman, H., Brandt, M. J., & Van Wolferen, J. (2013). Rejoice! In replication. <i>European Journal of Personality, 27</i>, 128-129.",,https://osf.io/wv3jc/,,
2013,"Wetherell, G., Brandt, M. J., & Reyna, C. (2013) Discrimination across the ideological divide: The role of perceptions of value violations and abstract values in discrimination by liberals and conservatives. <i>Social Psychological and Personality Science, 4</i>, 658-667.",https://doi.org/10.1177/1948550613476096,https://osf.io/xn3qa/,,
2012,"Brandt, M. J. (2012). Nasty data can still be real: A reply to Ullrich and Schlüter. <i>Psychological Science, 23</i>, 826-827.",https://doi.org/10.1177/0956797612441610,https://osf.io/mj8he/,,
2012,"Brandt, M. J. & Henry, P. J. (2012a). Gender inequality and gender differences in authoritarianism. <i>Personality and Social Psychology Bulletin, 38</i>, 1301-1315.",ttps://doi.org/10.1177/0146167212449871,https://osf.io/h2gka/,,
2012,"Brandt, M. J., & Henry, P. J. (2012b). Psychological defensiveness as a mechanism explaining the relationship between low socioeconomic status and religiosity. <i>International Journal for the Psychology of Religion, 22</i>, 321-332.",https://doi.org/10.1080/10508619.2011.646565,https://osf.io/y5dvz/,,
2012,"Brandt, M. J., & Reyna, C. (2012). The functions of symbolic racism. <i>Social Justice Research, 25</i>, 41-60.",https://doi.org/10.1007/s11211-012-0146-y,https://osf.io/s2u43,,
2012,"Brandt, M. J. & Wetherell, G. (2012). What attitudes are moral attitudes? The case of attitude heritability. <i>Social Psychological and Personality Science, 3</i>, 172-179.",https://doi.org/10.1177/1948550611412793,https://osf.io/jmtac/,,
2012,"Open Science Collaboration. (2012). An open, large-scale, collaborative effort to estimate the reproducibility of psychological science. <i>Perspectives on Psychological Science, 7</i>, 652-655. ",https://doi.org/10.1177/1745691612462588,https://osf.io/en7gz/,,
2011 and Earlier,"Brandt, M. J. (2011). Sexism and gender inequality across 57 societies. <i>Psychological Science, 22</i>, 1413 - 1418.",https://doi.org/10.1177/0956797611420445,https://osf.io/bc8pe/,,
2011 and Earlier,"Brandt, M. J., & Reyna, C.  (2011). The chain of being: A hierarchy of morality. <i>Perspectives on Psychological Science, 6</i>, 428-446.",https://doi.org/10.1177/1745691611414587,https://osf.io/cfs5n/,,
2011 and Earlier,"Brandt, M. J., & Reyna, C. (2011). Stereotypes as attributions. In E. L. Simon (Ed.) <i>Psychology of Stereotypes</i> (pp. 47-80). Hauppauge, NY: Nova Science Publishers",,https://osf.io/s9qzt/,,
2011 and Earlier,"Brandt, M. J., & Reyna, C. (2010). The role of prejudice and the need for closure in religious fundamentalism. <i>Personality and Social Psychology Bulletin, 36</i>, 715-725.",https://doi.org/10.1177/0146167210366306,https://osf.io/dj7b3/,,
2011 and Earlier,"Reyna, C., Brandt, M., & Viki, G. T. (2009). Blame it on hip-hop: Anti-rap attitudes as a proxy for prejudice. <i>Group Processes and Intergroup Relations, 12</i>, 361-380.",https://doi.org/10.1177/1368430209102848,https://osf.io/ndw5k/,,
Preprints,"Spälti, A., Brandt, M. J., & Zeelenberg, M. (2019, November 10). Comparing the Effects of Decision Time and Direct Decision Processing Information on (Moral) Character Evaluations. <i>PsyArXiv</i>.",https://doi.org/10.31234/osf.io/6vezd,https://psyarxiv.com/6vezd/download,https://osf.io/abexc/,https://osf.io/abexc/
Preprints,"Spälti, A., Brandt, M. J., & Zeelenberg, M. (2019, July 12). The effects of decision time on perceptions of decisions and decision makers in (moral) trade-off scenarios. <i>PsyArXiv</i>.",https://doi.org/10.31234/osf.io/37t2r,https://psyarxiv.com/37t2r/download,https://osf.io/wg395/,https://osf.io/wg395/
Preprints,"Spälti, A., Brandt, M. J., & Zeelenberg, M. (2019, July 6). Endowment vs. previous preferences: Which cue drives consumer decision-making? <i>PsyArXiv</i>.",https://doi.org/10.31234/osf.io/gqv72,https://psyarxiv.com/gqv72/download,https://osf.io/k5cq9/,https://osf.io/k5cq9/
Preprints,"Wagemans, F. M. A., Brandt, M. J., & Zeelenberg, M. (2018, July 2). Disgust sensitivity and moral judgments of purity: The role of transgression weirdness. <i>PsyArXiv</i>.",https://doi.org/10.31234/osf.io/c5h42,https://psyarxiv.com/c5h42/download,https://osf.io/v89t3/,https://osf.io/v89t3/
Preprints,"Wagemans, F. M. A., Sleegers, W., Brandt, M. J., & Zeelenberg, M. (2019, July 15). Attentional biases associated with individual differences in disgust sensitivity: An eye tracking study. <i>PsyArXiv</i>.",https://doi.org/10.31234/osf.io/k53ec,https://psyarxiv.com/k53ec/download,,
